text_raport|text_clean_debug|eticheta_problema|eticheta_departament|eticheta_urgenta|data_raport
nu avem retea la hmi zona presa hidraulica|nu avem retea la hmi zona presa hidraulica|conectivitate_retea|Software|critica|2026-02-07
sursa de alimentare arsa la ilnia 2. rksc accident|sursa de alimentare arsa la linia 2. RISC ACCIDENT|alimentare_curent|Electric|critica|2026-01-21
bataie in reducotr zona zona ambalaer|bataie in reductor zona zona ambalare|uzura_fizica|Mecanic|critica|2026-02-08
defectiune cnc mazak: surs de alimentare aras.|Defectiune cnc mazak: sursa de alimentare arsa.|alimentare_curent|Electric|medie|2026-01-09
unitatea pc carai la linia 2. cand se poate|unitatea PC caraie la linia 2. cand se poate|hardware_it|Software|mica|2026-01-17
variatorul de turatiee e roeu la linia 2. nota informativva|variatorul de turatie e rosu la linia 2. nota informativa|componente_automatizare|Electric|mica|2026-01-22
la linia 2: zgpmot de polizare.|La linia 2: zgomot de polizare.|uzura_fizica|Mecanic|mica|2026-01-24
verificati linia 2, eroare citiire cebitmetru|Verificati linia 2, eroare citire debitmetru|senzori_instrumentatie|Electric|medie|2026-02-09
evrificati zoa expediite, nu se incarca retetaa|Verificati zona expeditie, nu se incarca reteta|bug_aplicatie|Software|mica|2026-01-10
defectiune lnia 1: erooare pe ecrna.|Defectiune linia 1: eroare pe ecran.|bug_aplicatie|Software|medie|2026-01-02
fum! butonul de sttart e grri (inactiv) la linia 1|FUM! butonul de start e gri (inactiv) la linia 1|bug_aplicatie|Software|critica|2025-12-12
aplicatia s-a incis singura la zna expeditie. risx accident|aplicatia s-a inchis singura la zona expeditie. RISC ACCIDENT|bug_aplicatie|Software|critica|2026-01-24
vaaselina curge din lgaar la linia 2. entenanta preventiva|vaselina curge din lagar la linia 2. mentenanta preventiva|scurgere_lichide|Mecanic|mica|2026-02-09
touchscreen-ul nu raspunde la atingere la presa hidraulica. nu e graa|touchscreen-ul nu raspunde la atingere la presa hidraulica. nu e graba|hardware_it|Software|mica|2026-02-01
nu vede stick-ul usbb la zona ambalare. mentenanta preventivs|nu vede stick-ul USB la zona ambalare. mentenanta preventiva|hardware_it|Software|mica|2025-12-25
ecran negru comppet la linai 1. cnad se poate|ecran negru complet la linia 1. cand se poate|hardware_it|Software|mica|2026-01-09
incetineste productia! termocupla defecta la robbot sudura|incetineste productia! termocupla defecta la robot sudura|senzori_instrumentatie|Electric|medie|2026-01-04
trebuie veerificat! ling timeout la zona ambaalre|trebuie verificat! ping timeout la zona ambalare|conectivitate_retea|Software|medie|2025-12-21
veriificati lijia 2, encoderul da eroare ozitie|Verificati linia 2, encoderul da eroare pozitie|senzori_instrumentatie|Electric|critica|2026-01-21
verificaer vizualla! cablu de retea scis la robot kua|verificare vizuala! cablu de retea scos la robot kuka|conectivitate_retea|Software|mica|2026-02-08
zgomot ciudat! termpcupla defecta la linia 2|zgomot ciudat! termocupla defecta la linia 2|senzori_instrumentatie|Electric|medie|2026-02-01
verificati statia vopsire, rulment saprt|Verificati statia vopsire, rulment spart|uzura_fizica|Mecanic|medie|2026-01-26
zgomot ciudat! adresa ip conflict la robot sudura|zgomot ciudat! adresa IP conflict la robot sudura|conectivitate_retea|Software|medie|2026-01-23
defectiune presa hidrauica: furtn presihne spart.|Defectiune presa hidraulica: furtun presiune spart.|scurgere_lichide|Mecanic|mica|2025-12-30
la linia 1: touchscreen decalat.|La linia 1: touchscreen decalat.|hardware_it|Software|critica|2026-01-05
ntoa informativa! nu se incarca reteta la magazie iese|nota informativa! nu se incarca reteta la magazie piese|bug_aplicatie|Software|mica|2026-01-30
defectiune magwzie ipese: cablu sectionat|Defectiune magazie piese: cablu sectionat.|alimentare_curent|Electric|medie|2026-01-25
mentenanta preventiva! ecran negru complet la linia 2|mentenanta preventiva! ecran negru complet la linia 2|hardware_it|Software|mica|2026-02-01
verificati magazie pirse, ivertorul e in avafie|Verificati magazie piese, invertorul e in avarie|componente_automatizare|Electric|medie|2025-12-11
curea rupta zona robot kukka|curea rupta zona robot kuka|uzura_fizica|Mecanic|critica|2025-12-13
defectiune zona ambalare: nu mai culiseaza sania.|Defectiune zona ambalare: nu mai culiseaza sania.|blocaj_mecanic|Mecanic|medie|2026-01-14
la robot kyka: senzzorul nu citete nimic.|La robot kuka: senzorul nu citeste nimic.|senzori_instrumentatie|Electric|medie|2025-12-14
tastatura blocats la statia vopsire. pericol|tastatura blocata la statia vopsire. PERICOL|hardware_it|Software|critica|2026-01-14
la zona ambalare: termocupla defedta.|La zona ambalare: termocupla defecta.|senzori_instrumentatie|Electric|mica|2026-01-09
verificati linia 1, aplicatia s-a inchis singura|Verificati linia 1, aplicatia s-a inchis singura|bug_aplicatie|Software|mica|2026-02-03
defectiune robot sudura: piedrere pachee date..|Defectiune robot sudura: pierdere pachete date.|conectivitate_retea|Software|critica|2025-12-25
verificatti zona ambalare, s-a blocat bratul robotic|Verificati zona ambalare, s-a blocat bratul robotic|blocaj_mecanic|Mecanic|mica|2026-01-09
unitatea pc craie zona cnc mazak|unitatea PC caraie zona cnc mazak|hardware_it|Software|mica|2025-12-16
ping timeout la statka vopsire. linie olrita|ping timeout la statia vopsire. LINIE OPRITA|conectivitate_retea|Software|critica|2025-12-19
defectiuune pres hidraulica: valoare zerro la sezor temperatura.|Defectiune presa hidraulica: valoare zero la senzor temperatura.|senzori_instrumentatie|Electric|critica|2026-01-21
verificati zoan wmbalare, aloare zro la denzor temperattura|Verificati zona ambalare, valoare zero la senzor temperatura|senzori_instrumentatie|Electric|mica|2025-12-29
bugg in softt la salvare zona presa hidraulcia|bug in soft la salvare zona presa hidraulica|bug_aplicatie|Software|mica|2026-02-05
trebuie verificat! nu merge intednetul la magazei piesd|trebuie verificat! nu merge internetul la magazie piese|conectivitate_retea|Software|medie|2025-12-13
la cnc maza: invertorul e in avarie.|La cnc mazak: invertorul e in avarie.|componente_automatizare|Electric|medie|2025-12-22
galoare zero la senzorr temperatura zona cnc mazak|valoare zero la senzor temperatura zona cnc mazak|senzori_instrumentatie|Electric|mica|2026-01-28
linie ooprita! butonul de start e gir (inactiv) la cupotr tratament|LINIE OPRITA! butonul de start e gri (inactiv) la cuptor tratament|bug_aplicatie|Software|critica|2025-12-23
la ccnc mazak: piere lichid hidraulic.|La cnc mazak: pierde lichid hidraulic.|scurgere_lichide|Mecanic|medie|2026-02-06
verificare vizuala! aplicatia s-a inchhis singuura la robot suduura|verificare vizuala! aplicatia s-a inchis singura la robot sudura|bug_aplicatie|Software|mica|2025-12-28
pata mare de ulei pe jos zoa liia 2|pata mare de ulei pe jos zona linia 2|scurgere_lichide|Mecanic|medie|2026-02-08
furtun ppresiune sspart zona cuptor ratament|furtun presiune spart zona cuptor tratament|scurgere_lichide|Mecanic|mica|2026-01-24
la cupttor tratament fluctuatii de tensiune.|La cuptor tratament: fluctuatii de tensiune.|alimentare_curent|Electric|critica|2026-01-31
verificati statia vopsire, mouse-ul nu merte|Verificati statia vopsire, mouse-ul nu merge|hardware_it|Software|critica|2026-01-13
verificati cnc mazak, cdo de erare 404|Verificati cnc mazak, cod de eroare 404|bug_aplicatie|Software|mica|2026-01-12
cand se poate!! senzor proxiimtate lvit la cncc mazak|cand se poate! senzor proximitate lovit la cnc mazak|senzori_instrumentatie|Electric|mica|2026-02-08
defectiune linia 1: bug in soft la salvare.|Defectiune linia 1: bug in soft la salvare.|bug_aplicatie|Software|mica|2026-01-27
linie oprita! transforrmator supraincalzit la cmc amzak|LINIE OPRITA! transformator supraincalzit la cnc mazak|componente_automatizare|Electric|critica|2026-01-02
trebuie verfiicat! cod de eroare 404 la linia 2|trebuie verificat! cod de eroare 404 la linia 2|bug_aplicatie|Software|medie|2026-01-24
lihie opritz! trsnsformator supraincalzit la zoa expditie|LINIE OPRITA! transformator supraincalzit la zona expeditie|componente_automatizare|Electric|critica|2026-01-20
verificare vizuala! flucttuatii de tenskune la presa hidrauljca|verificare vizuala! fluctuatii de tensiune la presa hidraulica|alimentare_curent|Electric|mica|2026-02-03
unitatea pc caaraie la magazie piesee. oopriti tot|unitatea PC caraie la magazie piese. OPRITI TOT|hardware_it|Software|critica|2025-12-30
dinti rupti la roata dintata zonna magazie piese|dinti rupti la roata dintata zona magazie piese|uzura_fizica|Mecanic|critica|2026-01-19
la linia 1: variatorul de turatie e rsu.|La linia 1: variatorul de turatie e rosu.|componente_automatizare|Electric|critica|2026-01-15
vasleina curge din lagar zona zonw ammbalare|vaselina curge din lagar zona zona ambalare|scurgere_lichide|Mecanic|critica|2026-01-05
nu mai culiweaza sania zoa zona ambalate|nu mai culiseaza sania zona zona ambalare|blocaj_mecanic|Mecanic|critica|2026-01-05
furtun presiuune sparrt la chc mazaak. risc accident|furtun presiune spart la cnc mazak. RISC ACCIDENT|scurgere_lichide|Mecanic|critica|2026-01-20
la zoma expeditie: rulment spart.|La zona expeditie: rulment spart.|uzura_fizica|Mecanic|medie|2026-01-09
zgomot ciudat! scurgere de uli sub utiilaj la statia vopsire|zgomot ciudat! scurgere de ulei sub utilaj la statia vopsire|scurgere_lichide|Mecanic|medie|2026-01-03
verificati statiaa vopisre, valoare zero la senzor tempetatura|Verificati statia vopsire, valoare zero la senzor temperatura|senzori_instrumentatie|Electric|mica|2026-01-01
la ilnia 2: tastatura blocata.|La linia 2: tastatura blocata.|hardware_it|Software|mica|2026-01-21
defectiiune cmaera compresoare: pata maer de ulei pe js.|Defectiune camera compresoare: pata mare de ulei pe jos.|scurgere_lichide|Mecanic|critica|2025-12-14
contcatul nu cupleaza zona robto suudra|contactul nu cupleaza zona robot sudura|componente_automatizare|Electric|medie|2026-01-21
verificati linua 2,fluctuatii de tensiube|Verificati linia 2, fluctuatii de tensiune|alimentare_curent|Electric|critica|2026-01-10
verificati linia 2, tastatur blocaat|Verificati linia 2, tastatura blocata|hardware_it|Software|mica|2026-01-21
la zon ambalare: rulmment spart.|La zona ambalare: rulment spart.|uzura_fizica|Mecanic|medie|2026-01-05
la magazie piee: axxul motorului e blcoat.|La magazie piese: axul motorului e blocat.|blocaj_mecanic|Mecanic|medie|2026-01-01
valoare zero la senzor temperatura zpna linia 1|valoare zero la senzor temperatura zona linia 1|senzori_instrumentatie|Electric|medie|2026-01-15
batiae in rreductor zona camera comppresoare|bataie in reductor zona camera compresoare|uzura_fizica|Mecanic|critica|2026-01-15
verficati cbc maazk,angrenaj gripat|Verificati cnc mazak, angrenaj gripat|blocaj_mecanic|Mecanic|critica|2025-12-25
sigjranta saritaa zoan cncc mazak|siguranta sarita zona cnc mazak|alimentare_curent|Electric|critica|2025-12-31
pistonul nu mai revine la zona expeditie. linie oprita|pistonul nu mai revine la zona expeditie. LINIE OPRITA|blocaj_mecanic|Mecanic|critica|2026-02-06
defectiune roboot uka: relsu ars in tablou.|Defectiune robot kuka: releu ars in tablou.|componente_automatizare|Electric|medie|2026-01-03
merge greu! senzr proximitate loovit la robot sudura|merge greu! senzor proximitate lovit la robot sudura|senzori_instrumentatie|Electric|medie|2025-12-28
la linia 2: picura apa din racire.|La linia 2: picura apa din racire.|scurgere_lichide|Mecanic|medie|2026-02-02
pata maare de ulei pe jos la camera compresoare. verificare vizuala|pata mare de ulei pe jos la camera compresoare. verificare vizuala|scurgere_lichide|Mecanic|mica|2026-02-07
defectiune roobt kuka: nu comunica cu serverlu.|Defectiune robot kuka: nu comunica cu serverul.|conectivitate_retea|Software|critica|2026-01-10
la robott usdura: aplicatia s-a inchis singuura.|La robot sudura: aplicatia s-a inchis singura.|bug_aplicatie|Software|critica|2026-02-08
mentenanta preventvia! nu vede dtick-ul usb la cuptor tratament|mentenanta preventiva! nu vede stick-ul USB la cuptor tratament|hardware_it|Software|mica|2026-01-01
bataie in reductor la robot kua. cnd se poqte|bataie in reductor la robot kuka. cand se poate|uzura_fizica|Mecanic|mica|2025-12-14
la linia 2: furtu presiune spart.|La linia 2: furtun presiune spart.|scurgere_lichide|Mecanic|critica|2026-02-03
invertorul e in avarie la robo ssudura. verificare vkzuala|invertorul e in avarie la robot sudura. verificare vizuala|componente_automatizare|Electric|mica|2026-01-07
la zoma ambalae: contactil nu cupleaza|La zona ambalare: contactul nu cupleaza.|componente_automatizare|Electric|critica|2025-12-23
verificat cnf mazak, fluctuatii de ensiune|Verificati cnc mazak, fluctuatii de tensiune|alimentare_curent|Electric|medie|2026-01-04
rtebuie verificat! nu avem tensiune la pahou la linia 1|trebuie verificat! nu avem tensiune la panou la linia 1|alimentare_curent|Electric|medie|2025-12-27
trwbuie verificat! omtorul declanseaza prrotectia termica la statia vospire|trebuie verificat! motorul declanseaza protectia termica la statia vopsire|componente_automatizare|Electric|medie|2026-01-27
veerificati llinia 1,lant rupt|Verificati linia 1, lant rupt|uzura_fizica|Mecanic|medie|2026-01-31
rulment spart zoja prsa hidraulic|rulment spart zona presa hidraulica|uzura_fizica|Mecanic|medie|2026-02-03
risc accident! ujitatea pc cqraie la aona expeditie|RISC ACCIDENT! unitatea PC caraie la zona expeditie|hardware_it|Software|critica|2025-12-22
ecran negru complet la cmera cmpresoare. pericok|ecran negru complet la camera compresoare. PERICOL|hardware_it|Software|critica|2026-01-05
verificati linia 1, touchscreen decalatt|Verificati linia 1, touchscreen decalat|hardware_it|Software|mica|2026-01-18
s--a oprit curentul la lniie zoja cnc mazak|s-a oprit curentul la linie zona cnc mazak|alimentare_curent|Electric|critica|2026-01-29
verrificati robot kuka, nu avem reteq la hmi|Verificati robot kuka, nu avem retea la hmi|conectivitate_retea|Software|critica|2026-02-08
verificati mahazie piese, variatorul de turatie e rosu|Verificati magazie piese, variatorul de turatie e rosu|componente_automatizare|Electric|critica|2025-12-12
verificat robot kuka, nu avem tensiune la panou|Verificati robot kuka, nu avem tensiune la panou|alimentare_curent|Electric|mica|2026-01-24
fum! motlrul declanseaza protectia termica la robot kuka|FUM! motorul declanseaza protectia termica la robot kuka|componente_automatizare|Electric|critica|2025-12-14
cablu sectionat aona linia 1|cablu sectionat zona linia 1|alimentare_curent|Electric|critica|2026-01-30
verificati linia 1, contactul nu cupleaza|Verificati linia 1, contactul nu cupleaza|componente_automatizare|Electric|critica|2026-01-02
urget! pierdere pahcete date la zona amballare|URGENT! pierdere pachete date la zona ambalare|conectivitate_retea|Software|critica|2026-02-07
defectiune presaa hidraulica: sursa de alimentare arrsa.|Defectiune presa hidraulica: sursa de alimentare arsa.|alimentare_curent|Electric|mica|2026-01-12
cand se poate! bug in soft la salvare la presa hidrauliica|cand se poate! bug in soft la salvare la presa hidraulica|bug_aplicatie|Software|mica|2026-01-31
vibratiii puterrnice la ax la cptor tratament. liine oprita|vibratii puternice la ax la cuptor tratament. LINIE OPRITA|uzura_fizica|Mecanic|critica|2025-12-21
urtent! batie in reduuctor la rbot sudura|URGENT! bataie in reductor la robot sudura|uzura_fizica|Mecanic|critica|2026-02-04
nota inflrmativa! eroare citire debitmetru la robot sudura|nota informativa! eroare citire debitmetru la robot sudura|senzori_instrumentatie|Electric|mica|2026-01-27
defectiue lresa hidrauliica: scurgere de uleii sub utilaj.|Defectiune presa hidraulica: scurgere de ulei sub utilaj.|scurgere_lichide|Mecanic|mica|2026-01-25
tastatura blocata zonna statia vopsire|tastatura blocata zona statia vopsire|hardware_it|Software|mica|2026-01-24
verificqti linia 1, furtun presiune spart|Verificati linia 1, furtun presiune spart|scurgere_lichide|Mecanic|medie|2025-12-19
cabluu sectionat la mgazie piese. nu e graba|cablu sectionat la magazie piese. nu e graba|alimentare_curent|Electric|mica|2026-02-08
pign timeout la orbot sudura. incendiu|ping timeout la robot sudura. INCENDIU|conectivitate_retea|Software|critica|2026-01-09
defectuune rbot kuka: picura apa din radire.|Defectiune robot kuka: picura apa din racire.|scurgere_lichide|Mecanic|medie|2026-01-29
veruficati cuptor tratament, se aude urar un motor|Verificati cuptor tratament, se aude urat un motor|uzura_fizica|Mecanic|mica|2026-02-02
verificati wtatia vopsire, ecran negr copmlet|Verificati statia vopsire, ecran negru complet|hardware_it|Software|medie|2026-01-30
defectiune linia 2: axull motorului e blocat.|Defectiune linia 2: axul motorului e blocat.|blocaj_mecanic|Mecanic|mica|2026-01-28
rolee blocate la bnda zonaa statia vopsjre|role blocate la banda zona statia vopsire|blocaj_mecanic|Mecanic|mica|2025-12-11
la statia vopsier: orle blocte la banda.|La statia vopsire: role blocate la banda.|blocaj_mecanic|Mecanic|critica|2025-12-15
fumm! picura apa din rcaire la liniia 2|FUM! picura apa din racire la linia 2|scurgere_lichide|Mecanic|critica|2026-01-05
vvariatorul de turatie e rosu zoona magazie piese|variatorul de turatie e rosu zona magazie piese|componente_automatizare|Electric|critica|2026-01-04
role blocate la bana zoa magazie pies|role blocate la banda zona magazie piese|blocaj_mecanic|Mecanic|medie|2026-02-05
blue sfreen la pornire zona robot kuka|blue screen la pornire zona robot kuka|bug_aplicatie|Software|critica|2025-12-26
verificati robot kuka, furtun preskune spart|Verificati robot kuka, furtun presiune spart|scurgere_lichide|Mecanic|critica|2026-01-19
la robbot sudura: piing timeout.|La robot sudura: ping timeout.|conectivitate_retea|Software|mica|2026-01-08
invertprul e in avaarie la czmera compresoare. oprti tot|invertorul e in avarie la camera compresoare. OPRITI TOT|componente_automatizare|Electric|critica|2025-12-28
defectine ona amblaare: rrulment spart.|Defectiune zona ambalare: rulment spart.|uzura_fizica|Mecanic|critica|2026-02-09
nu e graba! usa de protecie intepenita la robot ukka|nu e graba! usa de protectie intepenita la robot kuka|blocaj_mecanic|Mecanic|mica|2025-12-18
axul motorului e bloct la linia 2. cand se ppate|axul motorului e blocat la linia 2. cand se poate|blocaj_mecanic|Mecanic|mica|2026-01-15
trebuie verificat! banda transportoare sfiasiata la zona exppeditie|trebuie verificat! banda transportoare sfiasiata la zona expeditie|uzura_fizica|Mecanic|medie|2026-01-17
fotocelula murdaara zona camera compresoare|fotocelula murdara zona camera compresoare|senzori_instrumentatie|Electric|mica|2025-12-19
mentenant preventiva! usaa de protwctie intepenita la ucptor traatment|mentenanta preventiva! usa de protectie intepenita la cuptor tratament|blocaj_mecanic|Mecanic|mica|2026-02-09
la linia 2: datele nu se actualzeaza.|La linia 2: datele nu se actualizeaza.|bug_aplicatie|Software|mica|2026-01-02
verificati presa hidraulica,touchscreenn decalat|Verificati presa hidraulica, touchscreen decalat|hardware_it|Software|medie|2026-01-05
opritii tot! axul motourlui e blocat la statia vopsiee|OPRITI TOT! axul motorului e blocat la statia vopsire|blocaj_mecanic|Mecanic|critica|2026-01-13
defectiune kinia 2: nu merge internetlu.|Defectiune linia 2: nu merge internetul.|conectivitate_retea|Software|mica|2026-01-23
la camefa compresoare: sigurznta arita.|La camera compresoare: siguranta sarita.|alimentare_curent|Electric|mica|2026-01-30
pierrde llichid hidrauli zona magazie peise|pierde lichid hidraulic zona magazie piese|scurgere_lichide|Mecanic|mica|2026-01-21
defectiune robot kuka: adresa ip conflicct.|Defectiune robot kuka: adresa IP conflict.|conectivitate_retea|Software|medie|2026-01-03
riscc accident! se aaude urat un mmotor la magazie piese|RISC ACCIDENT! se aude urat un motor la magazie piese|uzura_fizica|Mecanic|critica|2026-02-06
motorl deeclanseaza protectia termica zons zona expeditie|motorul declanseaza protectia termica zona zona expeditie|componente_automatizare|Electric|medie|2026-01-28
angrehaj gripa la rpbot ssudura. mentenanta preventiva|angrenaj gripat la robot sudura. mentenanta preventiva|blocaj_mecanic|Mecanic|mica|2026-02-02
vefificati stata vopsure, eriare pe dcran|Verificati statia vopsire, eroare pe ecran|bug_aplicatie|Software|mica|2025-12-30
contacttul nu cupleazza la presa hidraulica. verfiicare vizuala|contactul nu cupleaza la presa hidraulica. verificare vizuala|componente_automatizare|Electric|mica|2026-01-31
defectiune zona ambalwre: eroare pe ecran|Defectiune zona ambalare: eroare pe ecran.|bug_aplicatie|Software|mica|2026-01-19
verificati linia 1, bug in soft la salvare|Verificati linia 1, bug in soft la salvare|bug_aplicatie|Software|medie|2025-12-14
verificati statai vopsire nu cpmunica cu serverul|Verificati statia vopsire, nu comunica cu serverul|conectivitate_retea|Software|medie|2026-01-30
defectiune statai vopire: butonul de start e gri (inactiv).|Defectiune statia vopsire: butonul de start e gri (inactiv).|bug_aplicatie|Software|mica|2025-12-24
la robot sudura: nu mergee internetul.|La robot sudura: nu merge internetul.|conectivitate_retea|Software|critica|2026-01-21
veerificati kinia 1,encderul da eroare pozitie|Verificati linia 1, encoderul da eroare pozitie|senzori_instrumentatie|Electric|mica|2026-01-11
verifcati cuptor tratamnt, eeroare citire debitmetru|Verificati cuptor tratament, eroare citire debitmetru|senzori_instrumentatie|Electric|critica|2026-01-09
icetineste productia! iguranta asrita la linia 2|incetineste productia! siguranta sarita la linia 2|alimentare_curent|Electric|medie|2026-01-29
verificati cand puteti! nu se incarca retetta la zoona expedite|verificati cand puteti! nu se incarca reteta la zona expeditie|bug_aplicatie|Software|medie|2026-01-12
defectiune mayazie piese: nu vede stick-ul ub.|Defectiune magazie piese: nu vede stick-ul USB.|hardware_it|Software|mica|2025-12-16
ppata mafe de uleei pe jos la cnc mazak. verificaare vizuala|pata mare de ulei pe jos la cnc mazak. verificare vizuala|scurgere_lichide|Mecanic|mica|2026-01-14
fefectiune robt sudura: pata mard de ulie pe jjos.|Defectiune robot sudura: pata mare de ulei pe jos.|scurgere_lichide|Mecanic|mica|2025-12-22
la magaziee piese: picura apa din racire.|La magazie piese: picura apa din racire.|scurgere_lichide|Mecanic|medie|2026-01-04
defectiune cultor ratament: contactul nu cuplaeza.|Defectiune cuptor tratament: contactul nu cupleaza.|componente_automatizare|Electric|critica|2026-01-07
eroare pe ecrran la magazzie piese. mentneanta preventiva|eroare pe ecran la magazie piese. mentenanta preventiva|bug_aplicatie|Software|mica|2026-01-26
pata mare de ulei pe jos zon linia 1|pata mare de ulei pe jos zona linia 1|scurgere_lichide|Mecanic|medie|2025-12-17
pierde kichid hidraulic zona zona ambalare|pierde lichid hidraulic zona zona ambalare|scurgere_lichide|Mecanic|mica|2025-12-15
verificati cputor tratament, nu coumnica cu serverul|Verificati cuptor tratament, nu comunica cu serverul|conectivitate_retea|Software|critica|2026-02-02
defectiuhe zona expeditie: ping timeout.|Defectiune zona expeditie: ping timeout.|conectivitate_retea|Software|mica|2026-02-02
urgent! rulmetn spart la cncc mazak|URGENT! rulment spart la cnc mazak|uzura_fizica|Mecanic|critica|2025-12-27
la zona expeditie: vraiatorul de turatie e rosu.|La zona expeditie: variatorul de turatie e rosu.|componente_automatizare|Electric|medie|2025-12-17
drfectiune ozna expeditie: releu ars in tzblou.|Defectiune zona expeditie: releu ars in tablou.|componente_automatizare|Electric|mica|2026-01-04
cablu de retea scos la robot sudura. opriti tot|cablu de retea scos la robot sudura. OPRITI TOT|conectivitate_retea|Software|critica|2026-02-09
defectiyne linia 1: contaxtul nu culeaza.|Defectiune linia 1: contactul nu cupleaza.|componente_automatizare|Electric|mica|2026-01-20
mouse-ul nu merge znoa zon ambalarre|mouse-ul nu merge zona zona ambalare|hardware_it|Software|mica|2026-01-26
urggent! erore pe ecran la zona ambakare|URGENT! eroare pe ecran la zona ambalare|bug_aplicatie|Software|critica|2025-12-23
deefectiune presa hidraulica: picura wpa din racire.|Defectiune presa hidraulica: picura apa din racire.|scurgere_lichide|Mecanic|medie|2025-12-19
defectiune robot sudura: axu motorului e blocat.|Defectiune robot sudura: axul motorului e blocat.|blocaj_mecanic|Mecanic|critica|2025-12-13
s-a oprit curentul la linie zona robot sduura|s-a oprit curentul la linie zona robot sudura|alimentare_curent|Electric|critica|2026-01-09
nu se aprinde becul de contro la linia 2. inecndiu|nu se aprinde becul de control la linia 2. INCENDIU|alimentare_curent|Electric|critica|2026-02-01
eroare citird deitmetru la zona ammbalare. incetineste productiia|eroare citire debitmetru la zona ambalare. incetineste productia|senzori_instrumentatie|Electric|medie|2025-12-21
verificati presa hidraulica, transformaator upraincalzit|Verificati presa hidraulica, transformator supraincalzit|componente_automatizare|Electric|mica|2026-01-27
flucttuatii de tensiune la camera compresoare. mentenanta preventiva|fluctuatii de tensiune la camera compresoare. mentenanta preventiva|alimentare_curent|Electric|mica|2025-12-21
pping timeout la magazie piese. peicol|ping timeout la magazie piese. PERICOL|conectivitate_retea|Software|critica|2026-01-03
scjrgere de ulei sub utilaj la linia 2. peircol|scurgere de ulei sub utilaj la linia 2. PERICOL|scurgere_lichide|Mecanic|critica|2026-01-04
la robot kuka: axuo mmotorului e blocat.|La robot kuka: axul motorului e blocat.|blocaj_mecanic|Mecanic|critica|2025-12-30
se aude urat un motr la presa hidraulica. incetineste productia|se aude urat un motor la presa hidraulica. incetineste productia|uzura_fizica|Mecanic|medie|2025-12-31
motoful declanseaza protectia fermica zonna camera compresoare|motorul declanseaza protectia termica zona camera compresoare|componente_automatizare|Electric|medie|2025-12-31
la magazie piese: nu mai culiseaza sania.|La magazie piese: nu mai culiseaza sania.|blocaj_mecanic|Mecanic|mica|2025-12-29
risc acciden! scurtcirrcuit cu flama la presa hidraulica|RISC ACCIDENT! scurtcircuit cu flama la presa hidraulica|alimentare_curent|Electric|critica|2026-02-05
verificati ilnia 1, sigurants sarrita|Verificati linia 1, siguranta sarita|alimentare_curent|Electric|mica|2026-02-07
vaselina ucrge dim lagar ozna cnx mazak|vaselina curge din lagar zona cnc mazak|scurgere_lichide|Mecanic|critica|2026-01-05
defectinue magazie piese: siguranta asrita.|Defectiune magazie piese: siguranta sarita.|alimentare_curent|Electric|mica|2026-02-02
traansformator supraincalzit zonaa ilnia 2|transformator supraincalzit zona linia 2|componente_automatizare|Electric|mica|2025-12-28
role blocaate la band zkna zona ambalare|role blocate la banda zona zona ambalare|blocaj_mecanic|Mecanic|medie|2026-01-20
dattele nu se actualizeaza zona magazzie piese|datele nu se actualizeaza zona magazie piese|bug_aplicatie|Software|medie|2026-01-03
role blocat la banda la cuptor tratament. sgomot ciudat|role blocate la banda la cuptor tratament. zgomot ciudat|blocaj_mecanic|Mecanic|medie|2026-02-03
verificati staita fopsire,eroare pe ecran|Verificati statia vopsire, eroare pe ecran|bug_aplicatie|Software|critica|2026-02-04
senzrul nu citeste nimic zina robot kuka|senzorul nu citeste nimic zona robot kuka|senzori_instrumentatie|Electric|mica|2025-12-15
fum! contactul nu cupleaza la ccnc mazzk|FUM! contactul nu cupleaza la cnc mazak|componente_automatizare|Electric|critica|2025-12-29
enzorul nu citeste nimic la magzie piese. nota informtaiva|senzorul nu citeste nimic la magazie piese. nota informativa|senzori_instrumentatie|Electric|mica|2026-01-26
valoare zero la senzor temperatura la statia vopsire. verificait cans puteti|valoare zero la senzor temperatura la statia vopsire. verificati cand puteti|senzori_instrumentatie|Electric|medie|2026-01-09
scurtcircuit cu flama zona cnc mzak|scurtcircuit cu flama zona cnc mazak|alimentare_curent|Electric|medie|2026-01-20
s-a blocat bratlu robotic zona camera compresoare|s-a blocat bratul robotic zona camera compresoare|blocaj_mecanic|Mecanic|mica|2026-02-08
defeectiune presa hidraulica: banda transportoare sfiasiata.|Defectiune presa hidraulica: banda transportoare sfiasiata.|uzura_fizica|Mecanic|critica|2025-12-13
la camra compresoare: nu comunica cu serverul.|La camera compresoare: nu comunica cu serverul.|conectivitate_retea|Software|mica|2025-12-16
verificati cnd puteit! rulment sprt la linia 2|verificati cand puteti! rulment spart la linia 2|uzura_fizica|Mecanic|medie|2025-12-25
furttun presiune spart la ncc mazak. cand se poare|furtun presiune spart la cnc mazak. cand se poate|scurgere_lichide|Mecanic|mica|2025-12-19
la linja 2: nu comunicca cu serverul.|La linia 2: nu comunica cu serverul.|conectivitate_retea|Software|medie|2026-01-15
bug in sof la salvvare la camera comppresoare. liniee oprita|bug in soft la salvare la camera compresoare. LINIE OPRITA|bug_aplicatie|Software|critica|2025-12-24
